entity_id,query_title,resolved_title,page_exists,level_verified,matched_categories,matched_intro_terms,wikidata_id,matched_instance_classes,page_id,revision_id,page_url,checked_at_utc,review_status,review_note
CNUR-000233,三沙市,三沙市,true,true,,地级市 | 地级行政区,Q264818,Q748149,669984,93083729,https://zh.wikipedia.org/wiki/%E4%B8%89%E6%B2%99%E5%B8%82,2026-07-11T07:50:47+00:00,verified,intro evidence
CNUR-000234,儋州市,儋州市,true,true,,地级市,Q1015132,Q748149,152495,92884942,https://zh.wikipedia.org/wiki/%E5%84%8B%E5%B7%9E%E5%B8%82,2026-07-11T07:50:47+00:00,verified,intro evidence
CNUR-000235,重庆市,重庆市,true,true,,,Q11725,,465,93184678,https://zh.wikipedia.org/wiki/%E9%87%8D%E5%BA%86%E5%B8%82,2026-07-11T07:50:47+00:00,verified,municipality rule
CNUR-000236,成都市,成都市,true,true,四川省地级市,地区,Q30002,Q748149,2847,93128991,https://zh.wikipedia.org/wiki/%E6%88%90%E9%83%BD%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
CNUR-000237,自贡市,自贡市,true,true,四川省地级市,,Q29015,Q748149,33762,93014600,https://zh.wikipedia.org/wiki/%E8%87%AA%E8%B4%A1%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
CNUR-000238,攀枝花市,攀枝花市,true,true,,地级市 | 自治州,Q425415,Q748149,118316,91318256,https://zh.wikipedia.org/wiki/%E6%94%80%E6%9E%9D%E8%8A%B1%E5%B8%82,2026-07-11T07:50:47+00:00,verified,intro evidence
CNUR-000239,泸州市,泸州市,true,true,四川省地级市,,Q425492,Q748149,3973,91318293,https://zh.wikipedia.org/wiki/%E6%B3%B8%E5%B7%9E%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
CNUR-000240,德阳市,德阳市,true,true,四川省地级市,地级市 | 地区,Q425996,Q748149,22231,91318260,https://zh.wikipedia.org/wiki/%E5%BE%B7%E9%98%B3%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
CNUR-000241,绵阳市,绵阳市,true,true,四川省地级市,,Q426130,Q748149,33763,91752370,https://zh.wikipedia.org/wiki/%E7%BB%B5%E9%98%B3%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
CNUR-000242,广元市,广元市,true,true,四川省地级市,地级市,Q426237,Q748149,33765,92434740,https://zh.wikipedia.org/wiki/%E5%B9%BF%E5%85%83%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
CNUR-000243,遂宁市,遂宁市,true,true,四川省地级市,,Q426644,Q748149,33766,92437194,https://zh.wikipedia.org/wiki/%E9%81%82%E5%AE%81%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
CNUR-000244,内江市,内江市,true,true,四川省地级市,地级市,Q426756,Q748149,75348,93095925,https://zh.wikipedia.org/wiki/%E5%86%85%E6%B1%9F%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
CNUR-000245,乐山市,乐山市,true,true,四川省地级市,地级市,Q426868,Q748149,39685,93044285,https://zh.wikipedia.org/wiki/%E4%B9%90%E5%B1%B1%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
CNUR-000246,南充市,南充市,true,true,,地级市 | 地区,Q426996,Q748149,1213146,91318311,https://zh.wikipedia.org/wiki/%E5%8D%97%E5%85%85%E5%B8%82,2026-07-11T07:50:47+00:00,verified,intro evidence
CNUR-000247,眉山市,眉山市,true,true,四川省地级市,,Q427097,Q748149,95449,93223586,https://zh.wikipedia.org/wiki/%E7%9C%89%E5%B1%B1%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
CNUR-000248,宜宾市,宜宾市,true,true,四川省地级市,地级市,Q427265,Q748149,13746,91318296,https://zh.wikipedia.org/wiki/%E5%AE%9C%E5%AE%BE%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
CNUR-000249,广安市,广安市,true,true,,地级市,Q427367,Q748149,100297,93004200,https://zh.wikipedia.org/wiki/%E5%B9%BF%E5%AE%89%E5%B8%82,2026-07-11T07:50:47+00:00,verified,intro evidence
CNUR-000250,达州市,达州市,true,true,四川省地级市,,Q427488,Q748149,95447,92959466,https://zh.wikipedia.org/wiki/%E8%BE%BE%E5%B7%9E%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
CNUR-000251,雅安市,雅安市,true,true,四川省地级市,,Q427557,Q748149,37680,92959419,https://zh.wikipedia.org/wiki/%E9%9B%85%E5%AE%89%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
CNUR-000252,巴中市,巴中市,true,true,四川省地级市,地级市,Q178945,Q748149,95446,92329272,https://zh.wikipedia.org/wiki/%E5%B7%B4%E4%B8%AD%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
CNUR-000253,资阳市,资阳市,true,true,四川省地级市,,Q207030,Q748149,95448,92959398,https://zh.wikipedia.org/wiki/%E8%B5%84%E9%98%B3%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
CNUR-000254,阿坝藏族羌族自治州,阿坝藏族羌族自治州,true,true,,,Q1012450,Q788104,33456,92685847,https://zh.wikipedia.org/wiki/%E9%98%BF%E5%9D%9D%E8%97%8F%E6%97%8F%E7%BE%8C%E6%97%8F%E8%87%AA%E6%B2%BB%E5%B7%9E,2026-07-11T07:50:47+00:00,verified,wikidata instance evidence
CNUR-000255,甘孜藏族自治州,甘孜藏族自治州,true,true,,,Q128104,Q788104,96324,92154632,https://zh.wikipedia.org/wiki/%E7%94%98%E5%AD%9C%E8%97%8F%E6%97%8F%E8%87%AA%E6%B2%BB%E5%B7%9E,2026-07-11T07:50:47+00:00,verified,wikidata instance evidence
CNUR-000256,凉山彝族自治州,凉山彝族自治州,true,true,,自治州,Q666884,Q788104,95456,92819589,https://zh.wikipedia.org/wiki/%E5%87%89%E5%B1%B1%E5%BD%9D%E6%97%8F%E8%87%AA%E6%B2%BB%E5%B7%9E,2026-07-11T07:50:47+00:00,verified,intro evidence
CNUR-000257,贵阳市,贵阳市,true,true,贵州省地级市,,Q192271,Q748149,4720,93045167,https://zh.wikipedia.org/wiki/%E8%B4%B5%E9%98%B3%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
CNUR-000258,六盘水市,六盘水市,true,true,贵州省地级市,地级市,Q485918,Q748149,16907,91445694,https://zh.wikipedia.org/wiki/%E5%85%AD%E7%9B%98%E6%B0%B4%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
CNUR-000259,遵义市,遵义市,true,true,贵州省地级市,,Q28994,Q748149,34722,92157285,https://zh.wikipedia.org/wiki/%E9%81%B5%E4%B9%89%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
CNUR-000260,安顺市,安顺市,true,true,贵州省地级市,地级市 | 地区,Q486149,Q748149,52370,92987478,https://zh.wikipedia.org/wiki/%E5%AE%89%E9%A1%BA%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
CNUR-000261,毕节市,毕节市,true,true,贵州省地级市,,Q486319,Q748149,96638,91811590,https://zh.wikipedia.org/wiki/%E6%AF%95%E8%8A%82%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
CNUR-000262,铜仁市,铜仁市,true,true,贵州省地级市,,Q486235,Q748149,96635,91318669,https://zh.wikipedia.org/wiki/%E9%93%9C%E4%BB%81%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
CNUR-000263,黔西南布依族苗族自治州,黔西南布依族苗族自治州,true,true,,,Q988844,Q788104,96634,93294156,https://zh.wikipedia.org/wiki/%E9%BB%94%E8%A5%BF%E5%8D%97%E5%B8%83%E4%BE%9D%E6%97%8F%E8%8B%97%E6%97%8F%E8%87%AA%E6%B2%BB%E5%B7%9E,2026-07-11T07:50:47+00:00,verified,wikidata instance evidence
CNUR-000264,黔东南苗族侗族自治州,黔东南苗族侗族自治州,true,true,,,Q770297,Q788104,96631,93140709,https://zh.wikipedia.org/wiki/%E9%BB%94%E4%B8%9C%E5%8D%97%E8%8B%97%E6%97%8F%E4%BE%97%E6%97%8F%E8%87%AA%E6%B2%BB%E5%B7%9E,2026-07-11T07:50:47+00:00,verified,wikidata instance evidence
CNUR-000265,黔南布依族苗族自治州,黔南布依族苗族自治州,true,true,,,Q1001390,Q788104,96632,93140764,https://zh.wikipedia.org/wiki/%E9%BB%94%E5%8D%97%E5%B8%83%E4%BE%9D%E6%97%8F%E8%8B%97%E6%97%8F%E8%87%AA%E6%B2%BB%E5%B7%9E,2026-07-11T07:50:47+00:00,verified,wikidata instance evidence
CNUR-000266,昆明市,昆明市,true,true,云南省地级市,,Q182852,Q748149,824,91482338,https://zh.wikipedia.org/wiki/%E6%98%86%E6%98%8E%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
CNUR-000267,曲靖市,曲靖市,true,true,云南省地级市,,Q496405,Q748149,97134,92798785,https://zh.wikipedia.org/wiki/%E6%9B%B2%E9%9D%96%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
CNUR-000268,玉溪市,玉溪市,true,true,云南省地级市,,Q496496,Q748149,53063,91318861,https://zh.wikipedia.org/wiki/%E7%8E%89%E6%BA%AA%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
CNUR-000269,保山市,保山市,true,true,云南省地级市,地级市,Q496576,Q748149,97139,91318847,https://zh.wikipedia.org/wiki/%E4%BF%9D%E5%B1%B1%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
CNUR-000270,昭通市,昭通市,true,true,云南省地级市,地级市,Q197519,Q748149,97135,91318845,https://zh.wikipedia.org/wiki/%E6%98%AD%E9%80%9A%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
CNUR-000271,丽江市,丽江市,true,true,云南省地级市,地级市,Q205914,Q748149,56468,91318850,https://zh.wikipedia.org/wiki/%E4%B8%BD%E6%B1%9F%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
CNUR-000272,普洱市,普洱市,true,true,云南省地级市,地级市 | 地级行政区,Q496765,Q748149,97136,91537714,https://zh.wikipedia.org/wiki/%E6%99%AE%E6%B4%B1%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
CNUR-000273,临沧市,临沧市,true,true,云南省地级市,,Q496837,Q748149,78670,91318853,https://zh.wikipedia.org/wiki/%E4%B8%B4%E6%B2%A7%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
CNUR-000274,楚雄彝族自治州,楚雄彝族自治州,true,true,,,Q999163,Q788104,97157,90789341,https://zh.wikipedia.org/wiki/%E6%A5%9A%E9%9B%84%E5%BD%9D%E6%97%8F%E8%87%AA%E6%B2%BB%E5%B7%9E,2026-07-11T07:50:47+00:00,verified,wikidata instance evidence
CNUR-000275,红河哈尼族彝族自治州,红河哈尼族彝族自治州,true,true,,,Q999102,Q788104,97156,91537832,https://zh.wikipedia.org/wiki/%E7%BA%A2%E6%B2%B3%E5%93%88%E5%B0%BC%E6%97%8F%E5%BD%9D%E6%97%8F%E8%87%AA%E6%B2%BB%E5%B7%9E,2026-07-11T07:50:47+00:00,verified,wikidata instance evidence
CNUR-000276,文山壮族苗族自治州,文山壮族苗族自治州,true,true,,自治州,Q999145,Q788104,118914,92649713,https://zh.wikipedia.org/wiki/%E6%96%87%E5%B1%B1%E5%A3%AE%E6%97%8F%E8%8B%97%E6%97%8F%E8%87%AA%E6%B2%BB%E5%B7%9E,2026-07-11T07:50:47+00:00,verified,intro evidence
CNUR-000277,西双版纳傣族自治州,西双版纳傣族自治州,true,true,,,Q868046,Q788104,831,92678575,https://zh.wikipedia.org/wiki/%E8%A5%BF%E5%8F%8C%E7%89%88%E7%BA%B3%E5%82%A3%E6%97%8F%E8%87%AA%E6%B2%BB%E5%B7%9E,2026-07-11T07:50:47+00:00,verified,wikidata instance evidence
CNUR-000278,大理白族自治州,大理白族自治州,true,true,,自治州,Q999156,Q788104,97162,93280477,https://zh.wikipedia.org/wiki/%E5%A4%A7%E7%90%86%E7%99%BD%E6%97%8F%E8%87%AA%E6%B2%BB%E5%B7%9E,2026-07-11T07:50:47+00:00,verified,intro evidence
CNUR-000279,德宏傣族景颇族自治州,德宏傣族景颇族自治州,true,true,,自治州,Q999132,Q788104,97141,92901814,https://zh.wikipedia.org/wiki/%E5%BE%B7%E5%AE%8F%E5%82%A3%E6%97%8F%E6%99%AF%E9%A2%87%E6%97%8F%E8%87%AA%E6%B2%BB%E5%B7%9E,2026-07-11T07:50:47+00:00,verified,intro evidence
CNUR-000280,怒江傈僳族自治州,怒江傈僳族自治州,true,true,,自治州,Q767684,Q788104,97142,93013838,https://zh.wikipedia.org/wiki/%E6%80%92%E6%B1%9F%E5%82%88%E5%83%B3%E6%97%8F%E8%87%AA%E6%B2%BB%E5%B7%9E,2026-07-11T07:50:47+00:00,verified,intro evidence
CNUR-000281,迪庆藏族自治州,迪庆藏族自治州,true,true,,,Q766073,Q788104,97148,92469731,https://zh.wikipedia.org/wiki/%E8%BF%AA%E5%BA%86%E8%97%8F%E6%97%8F%E8%87%AA%E6%B2%BB%E5%B7%9E,2026-07-11T07:50:47+00:00,verified,wikidata instance evidence
CNUR-000282,拉萨市,拉萨市,true,true,西藏自治区地级市,地区,Q5869,Q748149,3255,93272472,https://zh.wikipedia.org/wiki/%E6%8B%89%E8%90%A8%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
CNUR-000283,日喀则市,日喀则市,true,true,西藏自治区地级市,地区,Q1211183,Q748149,4120,93255052,https://zh.wikipedia.org/wiki/%E6%97%A5%E5%96%80%E5%88%99%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
CNUR-000284,昌都市,昌都市,true,true,西藏自治区地级市,地级市,Q1012419,Q748149,4018,93132834,https://zh.wikipedia.org/wiki/%E6%98%8C%E9%83%BD%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
CNUR-000285,林芝市,林芝市,true,true,西藏自治区地级市,地级市,Q1012465,Q748149,4121,93132836,https://zh.wikipedia.org/wiki/%E6%9E%97%E8%8A%9D%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
CNUR-000286,山南市,山南市,true,true,西藏自治区地级市,地区,Q777171,Q748149,4020,93132837,https://zh.wikipedia.org/wiki/%E5%B1%B1%E5%8D%97%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
CNUR-000287,那曲市,那曲市,true,true,西藏自治区地级市,,Q1012460,Q748149,4010,93132839,https://zh.wikipedia.org/wiki/%E9%82%A3%E6%9B%B2%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
CNUR-000288,阿里地区,阿里地区,true,true,地区 (地级行政区),,Q577713,,4008,92783870,https://zh.wikipedia.org/wiki/%E9%98%BF%E9%87%8C%E5%9C%B0%E5%8C%BA,2026-07-11T07:50:47+00:00,verified,category evidence
CNUR-000289,西安市,西安市,true,true,陕西省地级市,,Q5826,Q748149,7536,93147998,https://zh.wikipedia.org/wiki/%E8%A5%BF%E5%AE%89%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
CNUR-000290,铜川市,铜川市,true,true,,,Q514608,Q748149,106794,92772549,https://zh.wikipedia.org/wiki/%E9%93%9C%E5%B7%9D%E5%B8%82,2026-07-11T07:50:47+00:00,verified,wikidata instance evidence
CNUR-000291,宝鸡市,宝鸡市,true,true,陕西省地级市,地级市,Q514796,Q748149,36781,92787094,https://zh.wikipedia.org/wiki/%E5%AE%9D%E9%B8%A1%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
CNUR-000292,咸阳市,咸阳市,true,true,陕西省地级市,地级市,Q497341,Q748149,24976,92513691,https://zh.wikipedia.org/wiki/%E5%92%B8%E9%98%B3%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
CNUR-000293,渭南市,渭南市,true,true,,,Q126995,Q748149,135981,92155226,https://zh.wikipedia.org/wiki/%E6%B8%AD%E5%8D%97%E5%B8%82,2026-07-11T07:50:47+00:00,verified,wikidata instance evidence
CNUR-000294,延安市,延安市,true,true,陕西省地级市,地级市,Q515388,Q748149,5678,93377437,https://zh.wikipedia.org/wiki/%E5%BB%B6%E5%AE%89%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
CNUR-000295,汉中市,汉中市,true,true,,,Q515573,Q748149,100342,92772581,https://zh.wikipedia.org/wiki/%E6%B1%89%E4%B8%AD%E5%B8%82,2026-07-11T07:50:47+00:00,verified,wikidata instance evidence
CNUR-000296,榆林市,榆林市,true,true,,地级市,Q515712,Q748149,100338,92140089,https://zh.wikipedia.org/wiki/%E6%A6%86%E6%9E%97%E5%B8%82,2026-07-11T07:50:47+00:00,verified,intro evidence
CNUR-000297,安康市,安康市,true,true,陕西省地级市,地级市,Q515846,Q748149,57468,93099131,https://zh.wikipedia.org/wiki/%E5%AE%89%E5%BA%B7%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
CNUR-000298,商洛市,商洛市,true,true,,地级市,Q515983,Q748149,135996,91319864,https://zh.wikipedia.org/wiki/%E5%95%86%E6%B4%9B%E5%B8%82,2026-07-11T07:50:47+00:00,verified,intro evidence
CNUR-000299,兰州市,兰州市,true,true,甘肃省地级市,地区,Q183584,Q748149,13705,93206438,https://zh.wikipedia.org/wiki/%E5%85%B0%E5%B7%9E%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
CNUR-000300,嘉峪关市,嘉峪关市,true,true,甘肃省地级市,地级市,Q532560,Q748149,99671,92673817,https://zh.wikipedia.org/wiki/%E5%98%89%E5%B3%AA%E5%85%B3%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
CNUR-000301,金昌市,金昌市,true,true,甘肃省地级市,,Q532776,Q748149,96866,91318573,https://zh.wikipedia.org/wiki/%E9%87%91%E6%98%8C%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
CNUR-000302,白银市,白银市,true,true,甘肃省地级市,,Q532981,Q748149,53989,91318564,https://zh.wikipedia.org/wiki/%E7%99%BD%E9%93%B6%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
CNUR-000303,天水市,天水市,true,true,甘肃省地级市,地级市,Q533157,Q748149,96868,91318594,https://zh.wikipedia.org/wiki/%E5%A4%A9%E6%B0%B4%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
CNUR-000304,武威市,武威市,true,true,甘肃省地级市,,Q249007,Q748149,96873,93194953,https://zh.wikipedia.org/wiki/%E6%AD%A6%E5%A8%81%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
CNUR-000305,张掖市,张掖市,true,true,甘肃省地级市,地级市 | 盟,Q197402,Q748149,65051,93013532,https://zh.wikipedia.org/wiki/%E5%BC%A0%E6%8E%96%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
CNUR-000306,平凉市,平凉市,true,true,甘肃省地级市,地级市,Q533985,Q748149,96875,91318575,https://zh.wikipedia.org/wiki/%E5%B9%B3%E5%87%89%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
CNUR-000307,酒泉市,酒泉市,true,true,,,Q533432,Q748149,36726,93327709,https://zh.wikipedia.org/wiki/%E9%85%92%E6%B3%89%E5%B8%82,2026-07-11T07:50:47+00:00,verified,wikidata instance evidence
CNUR-000308,庆阳市,庆阳市,true,true,甘肃省地级市,地级市 | 地区,Q533764,Q748149,96877,92960505,https://zh.wikipedia.org/wiki/%E5%BA%86%E9%98%B3%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
CNUR-000309,定西市,定西市,true,true,甘肃省地级市,地级市,Q186006,Q748149,96878,93194970,https://zh.wikipedia.org/wiki/%E5%AE%9A%E8%A5%BF%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
CNUR-000310,陇南市,陇南市,true,true,甘肃省地级市,,Q519810,Q748149,96881,92715023,https://zh.wikipedia.org/wiki/%E9%99%87%E5%8D%97%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
CNUR-000311,临夏回族自治州,临夏回族自治州,true,true,,自治州,Q1001396,Q788104,96890,93182739,https://zh.wikipedia.org/wiki/%E4%B8%B4%E5%A4%8F%E5%9B%9E%E6%97%8F%E8%87%AA%E6%B2%BB%E5%B7%9E,2026-07-11T07:50:47+00:00,verified,intro evidence
CNUR-000312,甘南藏族自治州,甘南藏族自治州,true,true,,,Q1012462,Q788104,96894,93184129,https://zh.wikipedia.org/wiki/%E7%94%98%E5%8D%97%E8%97%8F%E6%97%8F%E8%87%AA%E6%B2%BB%E5%B7%9E,2026-07-11T07:50:47+00:00,verified,wikidata instance evidence
CNUR-000313,西宁市,西宁市,true,true,青海地级行政区 | 青海省地级市,,Q69060,Q748149,36848,93091128,https://zh.wikipedia.org/wiki/%E8%A5%BF%E5%AE%81%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
CNUR-000314,海东市,海东市,true,true,青海地级行政区 | 青海省地级市,,Q984788,Q748149,36853,91318698,https://zh.wikipedia.org/wiki/%E6%B5%B7%E4%B8%9C%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
CNUR-000315,海北藏族自治州,海北藏族自治州,true,true,,,Q508594,Q788104,96905,92025631,https://zh.wikipedia.org/wiki/%E6%B5%B7%E5%8C%97%E8%97%8F%E6%97%8F%E8%87%AA%E6%B2%BB%E5%B7%9E,2026-07-11T07:50:47+00:00,verified,wikidata instance evidence
CNUR-000316,黄南藏族自治州,黄南藏族自治州,true,true,,,Q130023,Q788104,96907,93117162,https://zh.wikipedia.org/wiki/%E9%BB%84%E5%8D%97%E8%97%8F%E6%97%8F%E8%87%AA%E6%B2%BB%E5%B7%9E,2026-07-11T07:50:47+00:00,verified,wikidata instance evidence
CNUR-000317,海南藏族自治州,海南藏族自治州,true,true,,,Q1012428,Q788104,96906,92839212,https://zh.wikipedia.org/wiki/%E6%B5%B7%E5%8D%97%E8%97%8F%E6%97%8F%E8%87%AA%E6%B2%BB%E5%B7%9E,2026-07-11T07:50:47+00:00,verified,wikidata instance evidence
CNUR-000318,果洛藏族自治州,果洛藏族自治州,true,true,,自治州,Q115594,Q788104,96908,91955651,https://zh.wikipedia.org/wiki/%E6%9E%9C%E6%B4%9B%E8%97%8F%E6%97%8F%E8%87%AA%E6%B2%BB%E5%B7%9E,2026-07-11T07:50:47+00:00,verified,intro evidence
CNUR-000319,玉树藏族自治州,玉树藏族自治州,true,true,,,Q602936,Q788104,96910,91955652,https://zh.wikipedia.org/wiki/%E7%8E%89%E6%A0%91%E8%97%8F%E6%97%8F%E8%87%AA%E6%B2%BB%E5%B7%9E,2026-07-11T07:50:47+00:00,verified,wikidata instance evidence
CNUR-000320,海西蒙古族藏族自治州,海西蒙古族藏族自治州,true,true,,,Q874334,Q788104,96911,93004499,https://zh.wikipedia.org/wiki/%E6%B5%B7%E8%A5%BF%E8%92%99%E5%8F%A4%E6%97%8F%E8%97%8F%E6%97%8F%E8%87%AA%E6%B2%BB%E5%B7%9E,2026-07-11T07:50:47+00:00,verified,wikidata instance evidence
CNUR-000321,银川市,银川市,true,true,宁夏回族自治区地级市,地区 | 盟,Q211243,Q748149,21022,92650415,https://zh.wikipedia.org/wiki/%E9%93%B6%E5%B7%9D%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
CNUR-000322,石嘴山市,石嘴山市,true,true,宁夏回族自治区地级市,地级市 | 盟,Q604385,Q748149,151270,92588586,https://zh.wikipedia.org/wiki/%E7%9F%B3%E5%98%B4%E5%B1%B1%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
CNUR-000323,吴忠市,吴忠市,true,true,宁夏回族自治区地级市,地级市 | 盟,Q604517,Q748149,151271,91318349,https://zh.wikipedia.org/wiki/%E5%90%B4%E5%BF%A0%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
CNUR-000324,固原市,固原市,true,true,宁夏回族自治区地级市,地级市,Q604625,Q748149,152513,92811488,https://zh.wikipedia.org/wiki/%E5%9B%BA%E5%8E%9F%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
CNUR-000325,中卫市,中卫市,true,true,宁夏回族自治区地级市,地级市 | 盟,Q197922,Q748149,152512,92154009,https://zh.wikipedia.org/wiki/%E4%B8%AD%E5%8D%AB%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
CNUR-000326,乌鲁木齐市,乌鲁木齐市,true,true,新疆维吾尔自治区地级市,地区,Q16959,Q748149,3510,93271923,https://zh.wikipedia.org/wiki/%E4%B9%8C%E9%B2%81%E6%9C%A8%E9%BD%90%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
CNUR-000327,克拉玛依市,克拉玛依市,true,true,新疆维吾尔自治区地级市,地级市,Q658240,Q748149,52636,93132956,https://zh.wikipedia.org/wiki/%E5%85%8B%E6%8B%89%E7%8E%9B%E4%BE%9D%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
CNUR-000328,吐鲁番市,吐鲁番市,true,true,新疆维吾尔自治区地级市,地级市,Q868527,Q748149,96622,93132958,https://zh.wikipedia.org/wiki/%E5%90%90%E9%B2%81%E7%95%AA%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
CNUR-000329,哈密市,哈密市,true,true,新疆维吾尔自治区地级市,地级市,Q989892,Q748149,96623,93132959,https://zh.wikipedia.org/wiki/%E5%93%88%E5%AF%86%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
CNUR-000330,昌吉回族自治州,昌吉回族自治州,true,true,,自治州 | 地区,Q989898,Q788104,96626,92025596,https://zh.wikipedia.org/wiki/%E6%98%8C%E5%90%89%E5%9B%9E%E6%97%8F%E8%87%AA%E6%B2%BB%E5%B7%9E,2026-07-11T07:50:47+00:00,verified,intro evidence
CNUR-000331,博尔塔拉蒙古自治州,博尔塔拉蒙古自治州,true,true,,自治州,Q874291,Q788104,96625,92763937,https://zh.wikipedia.org/wiki/%E5%8D%9A%E5%B0%94%E5%A1%94%E6%8B%89%E8%92%99%E5%8F%A4%E8%87%AA%E6%B2%BB%E5%B7%9E,2026-07-11T07:50:47+00:00,verified,intro evidence
CNUR-000332,巴音郭楞蒙古自治州,巴音郭楞蒙古自治州,true,true,,地级行政区 | 自治州,Q812564,Q788104,96627,92977355,https://zh.wikipedia.org/wiki/%E5%B7%B4%E9%9F%B3%E9%83%AD%E6%A5%9E%E8%92%99%E5%8F%A4%E8%87%AA%E6%B2%BB%E5%B7%9E,2026-07-11T07:50:47+00:00,verified,intro evidence
CNUR-000333,阿克苏地区,阿克苏地区,true,true,地区 (地级行政区) | 新疆地级行政区,地区,Q421638,,96620,92682735,https://zh.wikipedia.org/wiki/%E9%98%BF%E5%85%8B%E8%8B%8F%E5%9C%B0%E5%8C%BA,2026-07-11T07:50:47+00:00,verified,category evidence
CNUR-000334,克孜勒苏柯尔克孜自治州,克孜勒苏柯尔克孜自治州,true,true,,自治州 | 地区,Q861035,Q788104,96624,93389703,https://zh.wikipedia.org/wiki/%E5%85%8B%E5%AD%9C%E5%8B%92%E8%8B%8F%E6%9F%AF%E5%B0%94%E5%85%8B%E5%AD%9C%E8%87%AA%E6%B2%BB%E5%B7%9E,2026-07-11T07:50:47+00:00,verified,intro evidence
CNUR-000335,喀什地区,喀什地区,true,true,地区 (地级行政区) | 新疆地级行政区,地区,Q739890,,96619,92894322,https://zh.wikipedia.org/wiki/%E5%96%80%E4%BB%80%E5%9C%B0%E5%8C%BA,2026-07-11T07:50:47+00:00,verified,category evidence
